"channel_title","Avg Likes","Avg Dislikes","Avg Rating","Frequency","Main Category"
"Specialized Bicycles",897,21,10,4,"Sports"
"Spectrum Haleskarth",16,0,10,4,"Film & Animation"
"Speks",15,2,9,4,"Science & Technology"
"Spinach Dippa",1123,212,8,2,"Music"
"Sport Hub",93,50,7,6,"People & Blogs"
"Sports Illustrated",400,475,5,6,"Sports"
"Sports Lovers n1",9,11,NA,5,"People & Blogs"
"SPORTSNET",1040,27,10,17,"Sports"
"Spotify",2868,132,10,9,"Music"
"Sprinkleofglitter",27024,342,10,16,"Howto & Style"
"Sprint",1250,704,6,5,"Science & Technology"
"Squarespace",1308,50,10,4,"Science & Technology"
"Squirrel Monkey",2738,144,9,8,"Comedy"
"SR Trailers and Interviews",434,4,10,4,"Film & Animation"
"SRAM MTB",361,61,9,3,"Sports"
"Srinath .S",406,27,9,2,"People & Blogs"
"Sriram Murali",1837,45,10,9,"Science & Technology"
"stacyvlogs",7954,63,10,9,"Pets & Animals"
"StanDrawsSpaceships",3539,81,10,4,"People & Blogs"
"standupmaths",6003,176,10,16,"Entertainment"
"Star Wars",25985,2878,9,92,"Entertainment"
"Star Wars Coffee",815,25,10,8,"Film & Animation"
"Star Wars HQ",3397,142,10,4,"Gaming"
"StarTalk",8215,172,10,5,"Science & Technology"
"startelegramvideo",660,52,9,4,"News & Politics"
"STARZ",6186,66,10,2,"Entertainment"
"Steeper33",848,164,8,3,"News & Politics"
"Stefany Gonzalez",40,3,9,2,"People & Blogs"
"Step Up: High Water",7473,1463,8,9,"Entertainment"
"Steve Kovach",0,0,NA,1,"People & Blogs"
"Steve TV Show",463,77,9,9,"Entertainment"
"Steve1989MREInfo",16532,291,10,13,"Entertainment"
"Stewart Brand",49,0,10,1,"Education"
"StingVEVO",16177,557,10,8,"Music"
"StorrorBlog",35370,746,10,2,"Entertainment"
"StoryCorps",734,31,10,5,"Film & Animation"
"Storyful News",633,174,8,1,"News & Politics"
"Strange incident",2452,1206,7,8,"Entertainment"
"Strange Parts",17743,194,10,15,"Science & Technology"
"Stratolaunch",328,28,9,2,"Science & Technology"
"Street Speed 717",9291,315,10,5,"Autos & Vehicles"
"Strictly Dumpling",24716,867,10,43,"Travel & Events"
"Studio C",14750,702,10,48,"Comedy"
"StudiocanalUK",447,32,9,7,"Film & Animation"
"STX Entertainment",246,12,10,6,"Entertainment"
"Sufficiently Advanced",3429,808,8,8,"Film & Animation"
"Sugar Pine 7",15630,329,10,14,"Entertainment"
"SugarlandVEVO",34626,1461,9,29,"Music"
"Summit",208,15,9,5,"Education"
"Summoning Salt",23654,610,10,6,"Gaming"
"Super Netvid",42556,2791,9,1,"Music"
"SuperCarlinBrothers",17441,322,10,27,"People & Blogs"
"SUPERFRUIT",38912,784,10,15,"Entertainment"
"SuperwomanVlogs",14157,314,10,16,"People & Blogs"
"SupremeSounds",14814,134,10,2,"Music"
"Swish Daily",7405,833,9,9,"People & Blogs"
"sWooZie",64136,2217,10,5,"Film & Animation"
"Sylvia Gani",26871,524,10,30,"Howto & Style"
"Symon",244,12,10,5,"Music"
"Syracuse Orange",40,12,8,5,"Sports"
"SZAVEVO",104819,13257,9,16,"Music"
"T-Mobile",1610,470,NA,16,"Entertainment"
"taalk com",23,2,9,3,"Howto & Style"
"Talking Kitty Cat",35882,2525,9,14,"Comedy"
"Talks at Google",445,15,10,1,"Entertainment"
"Tamar Chronicles",3454,284,9,1,"Entertainment"
"Tamika Hall",13,1,9,3,"Entertainment"
"Tanner Braungardt",63416,8094,9,7,"People & Blogs"
"Tanner Fox",22026,8592,7,13,"Film & Animation"
"Tanya Burr",34168,514,10,18,"Howto & Style"
"Taras Malyar",10,0,10,2,"Entertainment"
"Tasty",37315,798,10,114,"Howto & Style"
"Tati",34163,846,NA,67,"Howto & Style"
"Taylor Alexander",38,2,10,1,"Science & Technology"
"Taylor Nicole Dean",33680,728,10,28,"Pets & Animals"
"Taylor R",11740,148,10,2,"People & Blogs"
"Taylor Swift",37834,656,10,23,"Music"
"TaylorSwiftVEVO",1281155,70424,10,29,"Music"
"TBS",17656,1392,9,34,"Entertainment"
"TDAmeritrade",0,0,NA,1,"Education"
"Team Coco",16031,685,9,78,"Comedy"
"Team Edge",26775,685,10,26,"Comedy"
"Tech Insider",6354,315,9,39,"Science & Technology"
"TechCrunch",251,26,9,11,"Science & Technology"
"Techmoan",7233,83,10,4,"Science & Technology"
"Technology Connections",8967,340,10,4,"Science & Technology"
"Technomanila",122,80,6,6,"Entertainment"
"Techquickie",11954,497,10,10,"Science & Technology"
"TechRax",36029,6261,9,12,"Entertainment"
"TechSmartt",25595,16487,8,18,"Science & Technology"
"TED",1745,120,9,7,"Science & Technology"
"TED-Ed",16389,295,10,130,"Education"
"Teen Vogue",6332,66,10,33,"Sports"
"Tegan and Sara",457,2,10,3,"Music"
"Ten Second Songs",63656,539,10,13,"Music"
"Tentmaker Pictures",0,0,NA,3,"Film & Animation"
"Terrormink",132,15,9,5,"Science & Technology"
"Tessa Violet",11904,59,10,8,"Music"
"Tested",4459,123,10,20,"Science & Technology"
"That Japanese Man Yuta",91287,1492,10,1,"Entertainment"
"thataylaa",9945,128,10,11,"Howto & Style"
"ThatcherJoe",94354,1337,10,14,"Comedy"
"The 2x Family",118832,2471,10,6,"People & Blogs"
"The ACE Family",680645,6022,10,9,"People & Blogs"
"The Action Lab",87636,14498,9,34,"Entertainment"
"The Alex Jones Channel",2530,1360,8,6,"News & Politics"
"The Angie Martinez Show",420,31,9,5,"Entertainment"
"The Anna Edit",3885,66,10,1,"Howto & Style"
"The Atlantic",584,34,10,11,"Film & Animation"
"The Bachelor Insider",603,70,9,4,"Entertainment"
"The Bella Twins",16694,366,10,16,"People & Blogs"
"The CGBros",904,36,10,4,"Film & Animation"
"The Cincinnati Zoo & Botanical Garden",2637,22,10,4,"Pets & Animals"
"The Cuddle Squad",987,132,9,9,"Comedy"
"The Current Source",155,1,10,4,"Science & Technology"
"The CW Television Network",8320,2413,9,31,"Entertainment"
"The Daily Show with Trevor Noah",30412,6103,9,26,"Comedy"
"The Deal Guy",3972,529,9,10,"Science & Technology"
"The Dodo",25514,353,10,83,"Pets & Animals"
"The Film Theorists",113005,6276,9,66,"Film & Animation"
"The Food Ranger",17050,1495,9,43,"Travel & Events"
"The Game Theorists",133554,10023,9,21,"Gaming"
"The Graham Norton Show",16986,490,10,68,"Entertainment"
"The Grand Tour",14166,523,10,23,"Entertainment"
"the Hacksmith",38070,1537,10,13,"Science & Technology"
"The Hollywood Reporter",1383,194,9,44,"Entertainment"
"The Inertia",296,69,8,1,"Sports"
"The Infographics Show",11527,773,9,58,"Education"
"The Joint Forces Channel",2614,73,10,9,"Science & Technology"
"The Key of Awesome",22612,802,10,9,"Comedy"
"The king of DIY",7307,229,10,12,"Pets & Animals"
"The King of Random",16289,1592,9,121,"Education"
"The Late Late Show with James Corden",49152,1380,10,127,"Entertainment"
"The Late Show with Stephen Colbert",7982,980,9,151,"Entertainment"
"The Lore Master",5453,71,10,4,"Entertainment"
"The Modern Rogue",6727,96,10,4,"Entertainment"
"The New York Times",6826,959,9,79,"News & Politics"
"The New Yorker",453,45,9,5,"Entertainment"
"The Nocturnal Alchemist",32,2,9,2,"Howto & Style"
"The Office US",4701,56,10,3,"Entertainment"
"The Official Pokémon YouTube Channel",32297,1576,10,37,"Gaming"
"The Ohana Adventure",3921,114,10,7,"Entertainment"
"The Orchard Movies",6063,277,9,10,"Entertainment"
"The Oregonian",1365,546,7,9,"News & Politics"
"The Pet Collective",12139,486,10,9,"Pets & Animals"
"The Players' Tribune",226,3,10,3,"Sports"
"The Real Daytime",2685,247,9,42,"Entertainment"
"The Ringer",304,23,9,5,"Entertainment"
"The Rock",5619,64,10,11,"Entertainment"
"The Royal Family",48481,5745,9,9,"People & Blogs"
"The Royal Family Channel",2517,258,9,27,"News & Politics"
"The Royal Ocean Film Society",2152,25,10,2,"Film & Animation"
"The Scam On Demand",16,3,9,3,"Music"
"The School of Life",10328,392,9,63,"Education"
"The Scran Line",2123,51,10,37,"Howto & Style"
"The Slow Mo Guys",81391,1678,10,94,"People & Blogs"
"The Sports King",233,5,10,5,"People & Blogs"
"The Square to Spare",3611,79,10,6,"Howto & Style"
"The Sydney Morning Herald",7,3,7,5,"News & Politics"
"The Talk",588,287,6,26,"Entertainment"
"The Telegraph",1997,751,7,8,"News & Politics"
"The Thought Emporium",2425,266,9,6,"Science & Technology"
"The Tommy Edison Experience",1806,9,10,6,"People & Blogs"
"The Tonight Show Starring Jimmy Fallon",33303,1034,9,161,"Comedy"
"The Unipiper",2200,73,10,5,"Entertainment"
"The University of Chicago",29,3,9,4,"Education"
"The Valleyfolk",35263,347,10,8,"People & Blogs"
"The Verge",11547,764,9,96,"Science & Technology"
"The View",2000,935,7,74,"Entertainment"
"The Voice",16634,760,10,86,"Entertainment"
"The Warp Zone",4092,75,10,6,"Comedy"
"The Weather Channel",9394,273,10,9,"News & Politics"
"The Weeknd",508333,10289,10,15,"Music"
"The Wendy Williams Show",6145,996,9,8,"Entertainment"
"The White House",15742,12100,6,21,"News & Politics"
"The X Factor UK",79596,1517,10,13,"Entertainment"
"TheAngryGrandpaShow",493665,6676,10,8,"People & Blogs"
"TheBackyardScientist",19005,1761,9,7,"Science & Technology"
"TheBeatlesVEVO",21886,172,10,4,"Music"
"theCHIVE",11939,810,9,8,"Entertainment"
"TheCubician",9400,629,9,6,"Entertainment"
"TheEllenShow",29425,1069,10,156,"Entertainment"
"thegameawards",27614,1601,9,6,"Gaming"
"TheGracieC",82,4,10,3,"Comedy"
"TheHoonigans",11531,103,10,5,"Autos & Vehicles"
"TheJuicyJVEVO",7403,3558,7,3,"Music"
"TheKillersVEVO",15526,330,10,5,"Music"
"Theme Park Review",997,74,9,11,"Travel & Events"
"TheMeanKitty",8964,1148,8,14,"Pets & Animals"
"theneedledrop",9789,713,9,42,"Music"
"TheOdd1sOut",350951,4194,10,7,"Comedy"
"ThePianoGuys",8306,128,10,6,"Music"
"TheReportOfTheWeek",43259,2518,9,56,"Entertainment"
"TheScriptVEVO",15213,145,10,11,"Music"
"theSkimm",2,15,1,2,"People & Blogs"
"TheSorryGirls",8422,263,10,32,"Howto & Style"
"TheTimTracker",3264,129,10,12,"Entertainment"
"TheUnlockr",568,14,10,7,"Science & Technology"
"TheVampsVEVO",25650,68,10,5,"Music"
"thevirts",4454,85,10,4,"Entertainment"
"TheWeekndVEVO",864964,18237,10,18,"Music"
"Third Leg Studios",6295,544,9,13,"Comedy"
"ThirtySecondsToMarsVEVO",44019,1784,10,8,"Music"
"This Is Us",2767,298,9,8,"Entertainment"
"This Might Get",17722,62,10,9,"Entertainment"
"This Morning",1612,252,9,5,"Entertainment"
"ThisDustIn",649,26,10,3,"Science & Technology"
"Thomas Sanders",23384,1176,10,32,"Comedy"
"Thomas Sebastian",37,1,10,1,"Science & Technology"
"ThomasRhettVEVO",70987,2389,10,11,"Music"
"ThreadBanger",45393,1463,10,62,"Howto & Style"
"ThreeDaysGraceVEVO",53530,1205,10,7,"Music"
"Tia Mowry's Quick Fix",38608,1111,10,6,"People & Blogs"
"Tide",80896,2200,10,10,"Entertainment"
"TiffyQuake",2172,19,10,14,"Howto & Style"
"Tim Barrett",29,4,9,2,"Film & Animation"
"Tim Gray",3996,132,10,5,"Film & Animation"
"Tim Milgram",34601,464,10,9,"Entertainment"
"TimandFaithVEVO",1257,58,10,5,"Music"
"TIME",1977,824,7,57,"News & Politics"
"Tina Nguyen",105,305,3,5,"Education"
"Tina Yong",13306,322,10,21,"Howto & Style"
"TinasheOfficialVEVO",97699,3235,10,27,"Music"
"TkyoSam",4145,1471,NA,3,"People & Blogs"
"TmarTn2",15231,1586,9,13,"Gaming"
"TMZ",20195,3644,8,57,"Entertainment"
"TMZSports",5505,664,9,11,"Sports"
"TNT",494,183,8,7,"Entertainment"
"To Scale:",4782,32,10,6,"Science & Technology"
"TobyMacVEVO",11669,269,10,5,"Music"
"TODAY",2531,1649,7,74,"News & Politics"
"Today I Found Out",15617,1073,9,19,"Education"
"todrickhall",36450,980,10,22,"Entertainment"
"Tom Daley",3040,56,10,10,"Sports"
"Tom Harlock",17988,404,10,7,"Entertainment"
"Tom Scott",29369,800,10,149,"Education"
"Tom Stanton",4382,115,10,8,"Science & Technology"
"Tom Thum",2779,15,10,3,"Music"
"ToniBraxtonVEVO",47523,1284,10,17,"Music"
"Tony Baker Comedy",3280,90,10,7,"Entertainment"
"Tony Berza",494,9,10,2,"People & Blogs"
"tonyvera1902",5633,331,9,6,"People & Blogs"
"toofacedcosmetics",894,40,10,2,"Howto & Style"
"Top Korean News",2869,264,9,8,"Film & Animation"
"TopClips247",6545,190,10,4,"Entertainment"
"Topi The Corgi",3156,43,10,14,"Pets & Animals"
"Topic",134,5,10,4,"Entertainment"
"ToriKellyVEVO",16847,249,10,10,"Music"
"Torm place",69,41,6,4,"Film & Animation"
"Total Combat",17,3,8,1,"Sports"
"ToveLoVEVO",10568,141,10,5,"Music"
"tovestyrkeVEVO",1271,9,10,3,"Music"
"Townsends",9703,226,10,17,"Education"
"Toyota Global",4991,275,9,7,"Autos & Vehicles"
"Toyota USA",781,87,9,7,"Autos & Vehicles"
"Tpindell",22592,1068,10,8,"Comedy"
"Trace Cyrus",4279,882,8,8,"People & Blogs"
"TraceyThornVEVO",549,7,10,5,"Music"
"Trailers Promos Teasers",363,297,5,14,"Entertainment"
"TrainVEVO",569,42,9,1,"Music"
"Trevor Moran",66026,671,10,1,"Entertainment"
"Trevor Wallace",786,7,10,4,"Comedy"
"TRL",38365,557,10,17,"Entertainment"
"TromaMovies",5305,595,9,8,"Film & Animation"
"Troom Troom",40926,9446,8,13,"Howto & Style"
"Troye Sivan",45106,483,10,5,"Music"
"TroyeSivanVEVO",171246,2857,10,35,"Music"
"truTV",6158,509,9,33,"Entertainment"
"TRYANGLE FILMS",362523,15130,10,6,"Film & Animation"
"Tryst Network",158,108,6,5,"Entertainment"
"TSN Tube",776,70,9,1,"Sports"
"Tu Fan",998,93,9,1,"Entertainment"
"Tucker Gott",15909,200,10,1,"Entertainment"
"Turbo Conquering Mega Eagle",205,25,9,3,"Film & Animation"
"TurboTax",2812,62,9,11,"Education"
"Turkish Airlines",3234,261,9,7,"Travel & Events"
"Turn10Studios",1437,68,10,8,"Gaming"
"TV One",0,0,NA,5,"Entertainment"
"TV Promos",1704,60,10,20,"Entertainment"
"TWICE JAPAN OFFICIAL YouTube Channel",352023,17743,10,15,"Music"
"Twin Shadow",842,21,10,5,"Film & Animation"
"Tyler Oakley",22651,821,10,60,"Entertainment"
"Tyler Stalman",3307,142,10,15,"Science & Technology"
"Tyler Williams",70539,1469,10,15,"People & Blogs"
"U.S. Navy",694,85,9,4,"News & Politics"
"U2VEVO",9978,1432,9,29,"Music"
"UCAN Zippers USA",10,3,8,3,"Howto & Style"
"UEFA.tv",5049,295,9,8,"Sports"
"UFC - Ultimate Fighting Championship",4583,221,10,19,"Sports"
"UFC ON FOX",3458,425,9,12,"People & Blogs"
"UJ",581,7,10,5,"People & Blogs"
"Ultra Music",88501,2337,10,12,"Music"
"UMF TV",0,0,NA,1,"Music"
"Unbox Therapy",133494,5841,10,46,"Science & Technology"
"Unecht Erfunden",6898,316,10,15,"People & Blogs"
"Unique Vibes",285,24,9,5,"Music"
"United Launch Alliance",1295,213,9,13,"Science & Technology"
"Universal Pictures",141087,6029,9,78,"Entertainment"
"University of Rochester EEOC Complainants",12,5,7,4,"People & Blogs"
"UrAvgConsumer",15203,936,9,8,"Science & Technology"
"Us Weekly",212,5,10,3,"Entertainment"
"USA Gymnastics",13665,166,10,14,"Sports"
"USA TODAY",732,249,8,46,"News & Politics"
"Useless Duck Company",250,24,9,4,"Comedy"
"Valk Aviation",551,82,9,2,"Travel & Events"
"Vance Joy",15708,145,10,13,"Music"
"Vanity Fair",34155,1218,10,123,"Entertainment"
"Variety",2427,2289,6,36,"Entertainment"
"Vat19Nvjds",175,22,9,3,"Entertainment"
"Veritasium",37346,422,10,14,"Education"
"Verizon",7087,516,8,7,"Science & Technology"
"Vet Ranch",17602,308,10,5,"Education"
"Vevo",339366,13985,10,8,"Music"
"VH1",8543,632,9,23,"Entertainment"
"Vic Dibitetto",4132,394,9,4,"Comedy"
"VICE",15333,516,9,10,"Entertainment"
"VICE News",1866,350,8,32,"News & Politics"
"VICELAND",11552,2335,8,12,"Entertainment"
"Victoria's Secret",8017,227,10,7,"Entertainment"
"VidCon",6750,58,10,3,"Entertainment"
"Video Library",5,2,8,3,"Autos & Vehicles"
"VideoGameAds",13,0,10,4,"Gaming"
"videogamedunkey",199094,5494,10,22,"Gaming"
"Vinheteiro",9447,297,10,8,"Entertainment"
"Violin MD",2806,218,9,10,"People & Blogs"
"Viral Paws",300,2,10,2,"Pets & Animals"
"ViralHog",7084,467,9,47,"Pets & Animals"
"Viva La Dirt League",3972,32,10,4,"Gaming"
"vlogbrothers",16044,229,10,69,"People & Blogs"
"Vlogs By DK4L",24288,818,10,6,"People & Blogs"
"vnbreyes",2,0,10,8,"Sports"
"Vogue",83800,1519,10,120,"Entertainment"
"Voicebot",2,2,5,5,"People & Blogs"
"Voltfolio",29,0,10,3,"People & Blogs"
"voordeel",9936,54,10,6,"Entertainment"
"VOsprey22",24,0,10,6,"Film & Animation"
"Vostok.bike",6,0,10,2,"Travel & Events"
"Vote The Process",594,26,10,4,"Film & Animation"
"Vox",17392,3734,9,159,"News & Politics"
"Vsauce2",40427,1464,10,19,"Education"
"Walking With Giants",4606,222,10,6,"People & Blogs"
"Wall Street Journal",1657,151,9,16,"News & Politics"
"Wallows",7781,139,10,6,"Music"
"Walt Disney Animation Studios",263317,12007,10,15,"Film & Animation"
"Warner Bros. Pictures",30733,4864,9,123,"Entertainment"
"Warner Bros. UK",6405,1326,8,7,"Film & Animation"
"Warped Perception",23795,538,10,13,"Entertainment"
"Washington Post",1900,6534,6,90,"News & Politics"
"Wassabi Productions",76776,6986,9,18,"Entertainment"
"Watch What Happens Live with Andy Cohen",1137,531,8,95,"Entertainment"
"WatchMojo.com",14841,12731,5,16,"Entertainment"
"Waterjet Channel",14935,622,10,22,"Science & Technology"
"WaterTower Music",12047,105,10,8,"Entertainment"
"Waymo",3139,111,10,10,"Science & Technology"
"wdwmagic",10773,8144,6,10,"Travel & Events"
"WE tv",184,173,6,13,"Entertainment"
"WeatherTech",1554,126,9,4,"Autos & Vehicles"
"Wendover Productions",25594,792,10,55,"Education"
"Wendy's",212,44,8,1,"Entertainment"
"Wendy Williams",6218,1344,9,56,"Entertainment"
"Wengie",60128,5478,9,7,"Howto & Style"
"West Midlands Police",420,113,8,5,"News & Politics"
"WFLA News Channel 8",9868,667,9,7,"News & Politics"
"WGA West",145,8,10,5,"Film & Animation"
"What's Inside?",13935,3214,8,50,"Sports"
"WHAT'S INSIDE? FAMILY",2313,224,9,13,"Autos & Vehicles"
"What I've Learned",12176,166,10,2,"People & Blogs"
"WhatCulture Wrestling",4541,841,8,6,"Entertainment"
"WhatsApp Wacky",7,0,10,1,"Howto & Style"
"WhatsUpMoms",9065,146,10,5,"Entertainment"
"Whistle Sports",37909,962,10,12,"Sports"
"Whitney Avalon",3272,126,10,6,"Comedy"
"Whitney Port",1170,22,10,1,"Howto & Style"
"Why Don't We",83474,416,10,3,"Music"
"Whyte Foxx Music Videos & More",28,3,9,2,"Music"
"WildTurkeyBourbon",1071,41,10,8,"People & Blogs"
"Will Darbyshire",4818,54,10,7,"Film & Animation"
"Will Smith",99629,2225,10,41,"Entertainment"
"William Osman",21817,312,10,77,"Science & Technology"
"WINNER",510012,10118,10,10,"Music"
"Wintergatan",11910,66,10,4,"Music"
"WIRED",44087,981,10,136,"Entertainment"
"Wix.com",1148,25,10,5,"Film & Animation"
"WLKY News Louisville",11,35,2,3,"News & Politics"
"Wong Fu Productions",17019,226,10,36,"Entertainment"
"World Eyes",38,0,10,6,"Education"
"Wouldn't Change a Thing",50438,408,10,10,"People & Blogs"
"WOWPresents",9934,799,9,52,"Entertainment"
"WQAD News 8",7,1,9,3,"Entertainment"
"Writers Guild of America East",398,8,10,3,"Nonprofits & Activism"
"WTHR",148,15,9,7,"News & Politics"
"WUSA9",19344,4199,8,10,"People & Blogs"
"WWE",42517,2370,9,153,"Sports"
"WXYZ-TV Detroit | Channel 7",9418,1017,9,7,"News & Politics"
"X Factor Italia",10274,68,10,2,"Entertainment"
"X Games",535,28,10,6,"Sports"
"XAmbassadorsVEVO",11142,175,10,13,"Music"
"Xbox",2465,109,10,1,"Gaming"
"XenonJohn",563,157,8,9,"Science & Technology"
"XFL",261,30,9,4,"People & Blogs"
"Xscape - Topic",1890,34,10,4,"Music"
"YBF Chic",17,0,9,11,"Entertainment"
"yeokm1",176,2,10,1,"Science & Technology"
"Yes Theory",36634,322,10,28,"Entertainment"
"Yoga With Adriene",13795,200,10,7,"Howto & Style"
"You Suck At Cooking",36546,1196,10,76,"Howto & Style"
"YouTube Spotlight",1805680,919745,7,11,"Entertainment"
"Youtube Tea",461,122,8,8,"People & Blogs"
"yovo68",3641,172,10,2,"Autos & Vehicles"
"YTN NEWS",687,64,9,8,"News & Politics"
"Zach King",11767,211,10,13,"Entertainment"
"Zach Simmons",676,166,8,5,"Entertainment"
"ZaynVEVO",1149817,27733,10,17,"Music"
"Zebra Corner",54641,1762,10,10,"Comedy"
"ZEDDVEVO",65648,4579,9,12,"Music"
"zefrank1",94433,1100,10,14,"People & Blogs"
"Zendaya",52993,602,10,7,"Entertainment"
"Zero Media",18502,1033,9,3,"Film & Animation"
"Zoella",51959,1301,10,42,"Howto & Style"
